type,lat,lon,activity_score,nightlights,ndbi,avg_nightlights,avg_ndbi,econ_intensity_pc1,coverage_ratio,cluster_enhanced,cluster_label
car_wash,-1.9787525000000001,30.049118100000005,1,,,0.0,0.0,-0.7078393979599457,1.7130414559990306,1,Peri-urban Emerging
bank,-1.9461854,30.0598492,1,43.28970181818182,0.23161574336741822,43.28970181818182,0.23161574336741822,4.09973631483978,1.6189806985460047,1,Peri-urban Emerging
school,-1.9766973999999995,30.051264700000004,1,16.224717318181817,0.01795920427650912,16.224717318181817,0.01795920427650912,0.33834670099834246,6.4972110696917085,0,Peri-urban Emerging
place_of_worship,-1.9762041,30.0518441,1,16.224717318181817,0.01795920427650912,16.224717318181817,0.01795920427650912,0.33834670099834246,6.4972110696917085,0,Peri-urban Emerging
school,-1.9499743999999994,30.082583300000003,1,,,0.0,0.0,-0.7078393979599457,3.3870788211497898,1,Peri-urban Emerging
place_of_worship,-1.9770405,30.0525844,1,16.224717318181817,0.01795920427650912,16.224717318181817,0.01795920427650912,0.33834670099834246,6.4972110696917085,0,Peri-urban Emerging
place_of_worship,-1.946461,30.078201599999996,1,,,0.0,0.0,-0.7078393979599457,7.6823054658218926,0,Peri-urban Emerging
convenience,-1.9326861,30.073738199999998,1,,,0.0,0.0,-0.7078393979599457,4.92014399744014,0,Peri-urban Emerging
kiosk,-1.932804,30.0737784,1,25.25698881818182,0.05495020840378184,25.25698881818182,0.05495020840378184,1.2170247271461454,4.92014399744014,0,Peri-urban Emerging
fuel,-1.9345169999999998,30.0778877,1,,,0.0,0.0,-0.7078393979599457,1.500561155590182,1,Peri-urban Emerging
motel,-1.9738758,30.054022999999997,1,,,0.0,0.0,-0.7078393979599457,4.620463539005395,0,Peri-urban Emerging
restaurant,-1.9461849999999996,30.1061252,1,,,0.0,0.0,-0.7078393979599457,0.9352127901342097,1,Peri-urban Emerging
cafe,-1.9507881000000002,30.1235299,1,,,0.0,0.0,-0.7078393979599457,0.2985179434277396,1,Peri-urban Emerging
supermarket,-1.9254397999999995,30.097182400000005,1,,,0.0,0.0,-0.7078393979599457,6.403347700131443,0,Peri-urban Emerging
bar,-1.971235,30.076617699999996,1,,,0.0,0.0,-0.7078393979599457,3.874472883819893,1,Peri-urban Emerging
nightclub,-1.9253856999999996,30.097273400000002,1,,,0.0,0.0,-0.7078393979599457,6.403347700131443,0,Peri-urban Emerging
industrial,-1.9581481,30.076257000000002,1,,,0.0,0.0,-0.7078393979599457,2.486390999232577,1,Peri-urban Emerging
supermarket,-1.9601494,30.108625499999995,1,35.08419463636364,0.15106027918560003,35.08419463636364,0.15106027918560003,2.786175047503974,1.2696025095574208,1,Peri-urban Emerging
supermarket,-1.9607940999999998,30.107322700000005,1,,,0.0,0.0,-0.7078393979599457,1.2696025095574208,1,Peri-urban Emerging
restaurant,-1.933393,30.108627800000004,1,13.826867090909092,0.08129232700378185,13.826867090909092,0.08129232700378185,0.9079863615774848,0.5527952464751227,1,Peri-urban Emerging
