type,geometry,lat,lon,activity_score
restaurant,"POLYGON ((30.1339897 -1.941356, 30.1340018 -1.9413911, 30.1339746 -1.9414259, 30.1339779 -1.9414861, 30.1340446 -1.9415333, 30.1341247 -1.9414787, 30.1341167 -1.9414168, 30.1340873 -1.9413965, 30.1341026 -1.9413391, 30.1340362 -1.9413214, 30.1339897 -1.941356))",-1.9414284658166079,30.13404731669781,1
restaurant,"POLYGON ((30.1129364 -1.9588098, 30.112941 -1.9588949, 30.1127816 -1.958932, 30.1127894 -1.958997, 30.1131267 -1.9589196, 30.113102 -1.9587851, 30.1129364 -1.9588098))",-1.9588926712964405,30.11297868458981,1
cafe,"POLYGON ((30.102713 -1.965379, 30.1028872 -1.9656411, 30.1030447 -1.9655365, 30.1028899 -1.9653036, 30.10286 -1.9653015, 30.1027904 -1.9653276, 30.102713 -1.965379))",-1.9654610930275613,30.102879421119766,1
restaurant,"POLYGON ((30.1161168 -1.9587598, 30.116229 -1.9589005, 30.1163092 -1.9588398, 30.1164007 -1.9587681, 30.1162737 -1.9586424, 30.1161168 -1.9587598))",-1.9587691875926267,30.116255991972363,1
restaurant,"POLYGON ((30.1025877 -1.9649177, 30.1027039 -1.9648564, 30.1027744 -1.9649898, 30.1026582 -1.9650511, 30.1025877 -1.9649177))",-1.9649537500019536,30.102681049999827,1
restaurant,"POLYGON ((30.0899531 -1.9674556, 30.0899565 -1.9674313, 30.0900782 -1.9674333, 30.0900775 -1.9674735, 30.0901169 -1.9674742, 30.0901165 -1.967493, 30.0901495 -1.9674935, 30.0901479 -1.967592, 30.0900756 -1.9675908, 30.0900291 -1.9675903, 30.0900283 -1.9676345, 30.0899283 -1.9676334, 30.0899333 -1.9675977, 30.0899172 -1.9676031, 30.0899229 -1.9676201, 30.0898157 -1.9676559, 30.08981 -1.9676389, 30.0897063 -1.9676736, 30.0896869 -1.9675439, 30.0899531 -1.9674556))",-1.9675513279651933,30.08992268566486,1
cafe,"POLYGON ((30.1609694 -1.957986, 30.1610282 -1.9579356, 30.1610649 -1.9579784, 30.1610061 -1.9580287, 30.1609694 -1.957986))",-1.9579821663461925,30.161017154032447,1
supermarket,"POLYGON ((30.1034698 -1.9731444, 30.1035905 -1.9730827, 30.1036876 -1.9732726, 30.1035669 -1.9733343, 30.1034698 -1.9731444))",-1.9732085000035227,30.103578699999893,1
cafe,"POLYGON ((30.1025662 -1.971725, 30.1028073 -1.9716915, 30.1028221 -1.9717983, 30.1025811 -1.9718318, 30.1025662 -1.971725))",-1.971761646735205,30.102694171931596,1
supermarket,"POLYGON ((30.0747903 -1.9521854, 30.0748541 -1.9525025, 30.0750529 -1.9524626, 30.0749891 -1.9521455, 30.0747903 -1.9521854))",-1.9523240000078668,30.074921599999655,1
supermarket,"POLYGON ((30.1027419 -1.97131, 30.1029092 -1.9712951, 30.1029154 -1.9713648, 30.1027481 -1.9713797, 30.1027419 -1.97131))",-1.9713374000003945,30.102828649999875,1
